row_id,user_post,state,city,provider,pred_sentiment,cluster_category,d_mbps,u_mbps,lat_ms,created_dt,tests,devices,sentiment_score
159,"Astro in Batu Pahat delivers a consistent speed, though it doesnâ€™t exceed expectations.",Johor,Batu Pahat,Astro,Positive,Speed,17.7,11.37,37.58,11/3/2024,663,391,0.57
160,"Unifi in Batu Pahat has great rates, and I feel like Iâ€™m getting my moneyâ€™s worth.",Johor,Batu Pahat,Unifi,Positive,Price,16.86,9.61,48.69,4/1/2024,1590,462,0.99
161,"Astro in Batu Pahat is priced similarly to others, but the service is just standard.",Johor,Batu Pahat,Astro,Neutral,Price,16.38,6,44.15,19/2/2024,2120,486,0.93
162,"Overall, the speeds with TIME in Batu Pahat are fair, but I someTIMEs wish for a boost.",Johor,Batu Pahat,TIME,Neutral,Speed,14.9,7.24,44.96,4/1/2024,890,441,0.51
163,"The connection with Unifi in Batu Pahat works fine most of the TIME, but there are occasional slowdowns.",Johor,Batu Pahat,TIME,Neutral,Speed,18.58,6.62,46.74,5/2/2024,523,372,0.82
164,"Astro in Batu Pahat has raised prices, but the service quality hasnâ€™t improved. Feels like a rip-off.",Johor,Batu Pahat,Astro,Negative,Price,17.41,7.45,30.37,16/3/2024,697,386,0.98
165,"""Maxis has been reliable; our operations depend on their fast internet.""",Johor,Batu Pahat,Maxis,Positive,Speed,20.19,6.53,37.83,19/2/2024,579,305,0.92
166,"""Unifi's frequent disconnections during work hours are unacceptable for our business.""",Johor,Batu Pahat,Unifi,Negative,Coverage,15.51,7.02,45.87,8/3/2024,509,396,0.98
167,"""TIME's connection allows us to work remotely without issues; itâ€™s been a lifesaver.""",Johor,Batu Pahat,TIME,Positive,Coverage,21.72,10.96,32.97,29/1/2024,1540,490,0.99
168,"""Maxis has been a reliable provider; our staff can work efficiently without connectivity issues.""",Johor,Batu Pahat,Maxis,Positive,Coverage,20.34,10.44,41.61,3/1/2024,1243,390,0.98
169,"""Astro's frequent disconnections are unacceptable; they hinder our ability to work effectively.""",Johor,Batu Pahat,Astro,Negative,Coverage,20.28,11.69,28.56,30/3/2024,700,397,0.98
170,"""Astro's slow response TIMEs in Batu Pahat lead to frustrations during important study periods.""",Johor,Batu Pahat,Astro,Negative,Customer Service,15.33,8.74,22.36,13/3/2024,617,300,0.96
171,"Astro internet in Batu Pahat feels a bit slower than usual. Could be maintenance, anyone know?",Johor,Batu Pahat,Astro,Negative,Speed,21.24,8.01,22.09,11/1/2024,766,320,0.8
172,"Maxis, my WiFi connection is super unstable here in Batu Pahat. Please help! It's been like this for hours.",Johor,Batu Pahat,Maxis,Negative,Coverage,16.36,11.01,26.33,16/1/2024,940,684,0.96
173,Really impressed with the speeds from Maxis in Bau. No complaints here.,Sarawak,Bau,Maxis,Positive,Speed,27.09,5.44,60.25,15/2/2024,14,13,0.99
174,Iâ€™ve had no speed issues with TIME in Bau. Works like a charm.,Sarawak,Bau,TIME,Positive,Speed,18.59,10.4,56.09,25/3/2024,86,14,0.96
175,Maxis in Bau is overcharging for mediocre service. Not impressed.,Sarawak,Bau,Maxis,Negative,Price,20.17,7.84,68.12,26/2/2024,17,15,0.98
176,I find TIME in Bau to be a fair choice for the price. Glad I chose it.,Sarawak,Bau,TIME,Positive,Price,30.91,5.66,77.14,6/3/2024,71,15,0.98
177,Paying for TIME in Bau feels like a waste. Way overpriced for the quality of service.,Sarawak,Bau,TIME,Negative,Price,26.43,11.01,83.77,29/2/2024,27,6,0.96
178,I regret signing up for Maxis in Bau because itâ€™s too expensive for what they offer.,Sarawak,Bau,Maxis,Negative,Price,30.26,8.57,69.18,25/2/2024,23,14,0.97
179,Maxis in Bau charges premium rates but doesnâ€™t deliver a premium service.,Sarawak,Bau,Maxis,Negative,Price,26.8,10.96,58.57,17/2/2024,86,6,0.95
180,"For what Iâ€™m paying, Maxis in Bau should provide better service. The cost is just not right.",Sarawak,Bau,Maxis,Negative,Price,21.65,9.61,49.88,10/3/2024,60,2,0.92
181,"Maxis in Bau has a reasonable price for their service, but itâ€™s nothing exceptional.",Sarawak,Bau,Maxis,Negative,Price,16.15,7.76,71.25,24/1/2024,46,12,0.89
182,"Honestly, Maxis in Bau is way overpriced. I could get better service elsewhere.",Sarawak,Bau,Maxis,Negative,Price,24.65,11.07,83.76,18/2/2024,18,8,0.97
183,"Astro in Bau provides average speeds, sufficient for my daily use.",Sarawak,Bau,Astro,Positive,Speed,22.06,7.3,57.1,24/3/2024,86,10,0.7
184,"For the cost, Astro in Bau is definitely worth it. Good value!",Sarawak,Bau,Astro,Positive,Price,25.11,5.36,63.49,15/1/2024,15,15,0.98
185,"Astro in Bau keeps disconnecting, making it hard to get anything done.",Sarawak,Bau,Astro,Negative,Speed,18.43,10.18,57.15,20/1/2024,12,5,0.97
186,The charges from Astro in Bau are absurd. Definitely not worth this price.,Sarawak,Bau,Astro,Negative,Price,27.74,10.64,71.91,24/2/2024,1,1,0.97
187,TIME in Bau is just too pricey. They keep charging more but the service doesnâ€™t improve.,Sarawak,Bau,TIME,Negative,Price,14.92,7.35,66.77,15/2/2024,17,11,0.98
188,The internet speed with Astro in Bau has been great. Works well for me.,Sarawak,Bau,Astro,Positive,Speed,31.33,7.22,54.87,21/1/2024,2,2,0.99
189,"""Unifi's connection is frequently unstable during lectures; it disrupts my classes.""",Sarawak,Bau,Unifi,Negative,Coverage,24.28,9.18,58.47,8/3/2024,6,5,0.97
190,"""Unifi's service drops during critical moments; I can't teach effectively when that happens.""",Sarawak,Bau,Unifi,Negative,Coverage,29.29,6.1,48.3,6/1/2024,10,10,0.98
191,"""Maxis provides a solid connection; I can focus on delivering my lectures without disruptions.""",Sarawak,Bau,Maxis,Positive,Coverage,28.07,8.26,49.41,24/3/2024,3,3,0.98
192,"""Unifi's internet quality varies throughout the day; it's frustrating during peak hours.""",Sarawak,Bau,Unifi,Negative,Coverage,14.59,6.93,73.83,1/3/2024,15,4,0.97
193,"""Maxis offers dependable internet; we can confidently run our business operations.""",Sarawak,Bau,Maxis,Positive,Coverage,31.11,9.35,47.8,1/2/2024,16,3,0.97
194,"""Maxis has great coverage in Bau; our team can work remotely without issues.""",Sarawak,Bau,Maxis,Positive,Coverage,17.88,5.88,72.03,13/2/2024,23,9,0.99
195,"""Astro's customer support in Bau has been disappointing; I had to wait forever for assistance.""",Sarawak,Bau,Astro,Negative,Customer Service,21.17,9.84,77.24,10/1/2024,15,6,0.98
196,TIME connection in Bau has been slower today. Could be maintenance or just congestion.,Sarawak,Bau,TIME,Negative,Speed,30.53,8.4,79.87,21/3/2024,34,12,0.96
197,Astro connection in Bau is the worst today. It's practically useless.,Sarawak,Bau,Astro,Negative,Coverage,21.44,5.67,88.99,26/1/2024,8,4,0.98
198,Astro in Bau has been rock solid lately. Loving the fast connection.,Sarawak,Bau,Astro,Positive,Speed & Coverage,16.81,10.3,79.09,9/2/2024,12,10,0.99
199,"Unifi connection in Bau is slower than I'm used to. Still functional, but a bit frustrating.",Sarawak,Bau,Unifi,Negative,Speed & Coverage,25.96,6.13,59,28/2/2024,7,3,0.98
200,"TIME in Bau is working, but the connection seems to be slower than normal.",Sarawak,Bau,TIME,Neutral,Speed,18.4,8.74,79.81,10/1/2024,14,14,0.57
201,"Astro in Bau is super slow today. Seriously, what's the point of paying for high-speed internet?",Sarawak,Bau,Astro,Negative,Price & Speed,24.96,7.62,79.4,31/1/2024,18,9,0.98
202,TIME in Bau keeps cutting out. What's going on?,Sarawak,Bau,TIME,Negative,Coverage,15.95,10.46,84.33,27/2/2024,21,9,0.95
203,TIME in Bau is faster than it's been in months. Thanks for the boost!,Sarawak,Bau,TIME,Positive,Speed,18.15,7.79,61.5,31/3/2024,15,15,0.98
204,Unifi in Bau has been giving me no issues at all today. Keep up the good work!,Sarawak,Bau,Unifi,Positive,Coverage,23.35,8.16,71.63,1/2/2024,8,8,0.99
205,"Unifi in Bau is a little sluggish today, but I can still get my work done. Anyone else feeling this?",Sarawak,Bau,Unifi,Neutral,Coverage,14.87,6.83,62.67,28/1/2024,11,10,0.65
206,Unifi in Bau is down again. Why is this happening so often lately?,Sarawak,Bau,Unifi,Negative,Coverage,24.56,8.19,81.66,19/3/2024,14,5,0.97
207,TIME in Bau is practically unusable today. Feels like I'm back in the 90s with this speed!,Sarawak,Bau,TIME,Negative,Speed & Coverage,23.27,8.23,89.85,3/1/2024,19,6,0.95
208,Maxis in Bau has been acting up all day. Can't even load basic websites.,Sarawak,Bau,Maxis,Negative,Speed,19.29,5.72,72.99,1/1/2024,21,19,0.98
209,TIME in Beaufort is just too pricey. They keep charging more but the service doesnâ€™t improve.,Sabah,Beaufort,TIME,Negative,Price,20.38,12,19.95,16/1/2024,30,16,0.98
210,"The performance of TIME in Beaufort is stable, but it could be faster.",Sabah,Beaufort,TIME,Positive,Speed,20.39,8.86,50.46,28/2/2024,150,44,0.59
211,"Iâ€™m paying too much for Maxis in Beaufort, especially given the quality of service provided.",Sabah,Beaufort,Maxis,Negative,Price,30.81,13.15,76.83,24/3/2024,30,25,0.95
212,The connection speed with Maxis in Beaufort has been solid. Happy with it!,Sabah,Beaufort,Maxis,Positive,Speed,25.05,13.3,80.55,26/2/2024,28,26,0.99
213,"Maxis in Beaufort has raised prices, but the service quality hasnâ€™t improved. Feels like a rip-off.",Sabah,Beaufort,Maxis,Negative,Price,27.68,9.92,15.67,8/2/2024,82,53,0.98
214,Astro in Beaufort is just too pricey. They keep charging more but the service doesnâ€™t improve.,Sabah,Beaufort,Astro,Negative,Price,25.45,10.37,56.11,13/1/2024,72,26,0.98
215,Astro in Beaufort needs to improve their speeds. Connection is unstable too often.,Sabah,Beaufort,Astro,Negative,Speed,31.85,11.86,37.79,6/2/2024,33,15,0.93
216,I find Unifi in Beaufort to be a fair choice for the price. Glad I chose it.,Sabah,Beaufort,Unifi,Positive,Price,24.16,10.35,45.61,5/2/2024,78,23,0.98
217,Maxis in Beaufort costs way too much for what you actually get. Not happy with it.,Sabah,Beaufort,Maxis,Negative,Price,21.1,10.09,52.35,6/1/2024,50,18,0.98
218,TIME in Beaufort is just too pricey. They keep charging more but the service doesnâ€™t improve.,Sabah,Beaufort,TIME,Negative,Price,25.72,7.1,27.98,11/2/2024,66,13,0.98
219,I expected better speeds from Astro in Beaufort. Itâ€™s too slow for what I need.,Sabah,Beaufort,Astro,Negative,Speed,17.49,9.81,60.37,24/2/2024,35,27,0.96
220,Paying for Unifi in Beaufort feels like a waste. Way overpriced for the quality of service.,Sabah,Beaufort,Unifi,Negative,Price,31.47,9.36,15.27,2/3/2024,77,19,0.95
221,TIME in Beaufort has speed issues almost every day. Frustrating to deal with!,Sabah,Beaufort,TIME,Negative,Speed,31.68,6.76,20.37,13/1/2024,62,28,0.98
222,"Astro in Beaufort delivers a consistent speed, though it doesnâ€™t exceed expectations.",Sabah,Beaufort,Astro,Positive,Speed,27.35,8.35,57.24,7/3/2024,50,29,0.61
223,"""Maxis has been a lifesaver; my children are always able to participate in online classes.""",Sabah,Beaufort,Maxis,Positive,Coverage,16.95,11.43,80.2,15/2/2024,25,12,0.99
224,"""Unifi's slow service is frustrating; it negatively impacts my lectures.""",Sabah,Beaufort,Unifi,Negative,Coverage,21.98,7.15,47.06,27/1/2024,33,20,0.98
225,"""TIME's service allows me to teach effectively; my online classes run smoothly.""",Sabah,Beaufort,TIME,Positive,Coverage,29.82,6.98,40.64,29/3/2024,54,20,0.97
226,"""TIME has provided excellent service; we have no complaints about their connectivity.""",Sabah,Beaufort,TIME,Positive,Coverage,24.5,9.93,45.77,19/3/2024,51,25,0.99
227,"""Astro's internet drops during peak hours; it disrupts our ability to serve customers.""",Sabah,Beaufort,Astro,Negative,Coverage,16.61,9.45,29.78,18/3/2024,21,13,0.96
228,"""Astro's poor internet quality affects our ability to host client meetings; itâ€™s a major concern.""",Sabah,Beaufort,Astro,Negative,Coverage,21.59,10.76,75.33,14/2/2024,74,26,0.97
229,"""TIME's customer service is quick to respond; they resolve our issues promptly.""",Sabah,Beaufort,TIME,Positive,Customer Service,21.49,13.5,67.96,31/3/2024,85,18,0.97
230,"""Astro's support in Beaufort is lacking; they donâ€™t help when I have issues.""",Sabah,Beaufort,Astro,Negative,Customer Service,20.33,12.56,85.75,21/2/2024,39,20,0.98
231,"""Astroâ€™s customer support in Beaufort needs improvement; they take too long to assist me.""",Sabah,Beaufort,Astro,Negative,Customer Service,22.11,11.99,81.5,3/1/2024,89,17,0.98
232,"""Astroâ€™s customer support in Beaufort is quite poor; I had trouble getting help when my internet was down.""",Sabah,Beaufort,Astro,Negative,Customer Service,16.92,9.75,17.52,11/2/2024,80,30,0.98
233,"TM Unifi in Beaufort is working, but the connection feels a bit slower today.",Sabah,Beaufort,Unifi,Negative,Speed,25.22,8.48,56.94,15/1/2024,52,29,0.71
234,"Overall, the speeds with Maxis in Belaga are fair, but I someTIMEs wish for a boost.",Sarawak,Belaga,TIME,Positive,Speed,30.82,11.71,88.1,10/2/2024,4,1,0.74
235,Paying for Astro in Belaga feels like a waste. Way overpriced for the quality of service.,Sarawak,Belaga,Astro,Negative,Price,30.55,6.91,89.6,21/1/2024,2,2,0.96
236,Unifi in Belaga has speed issues almost every day. Frustrating to deal with!,Sarawak,Belaga,Unifi,Negative,Speed,28.35,10.02,83.29,20/1/2024,3,1,0.98
237,Maxis in Belaga has surprisingly good speeds. Satisfied so far!,Sarawak,Belaga,Maxis,Positive,Speed,28.23,10.82,88.03,22/2/2024,2,1,0.99
238,"Honestly, TIME in Belaga is way overpriced. I could get better service elsewhere.",Sarawak,Belaga,TIME,Negative,Price,27.8,11.09,87.19,20/1/2024,9,1,0.97
239,TIME in Belaga is just too pricey. They keep charging more but the service doesnâ€™t improve.,Sarawak,Belaga,TIME,Negative,Price,30.99,8.11,83.99,24/1/2024,8,1,0.98
240,"Astro in Belaga seemed affordable at first, but now itâ€™s too pricey for what little I get.",Sarawak,Belaga,Astro,Negative,Price,29.29,8.47,84.74,18/1/2024,1,1,0.92
241,Not impressed with Unifi in Belaga. Itâ€™s just too costly for what Iâ€™m getting.,Sarawak,Belaga,Unifi,Negative,Price,31.7,10.38,89.56,2/1/2024,4,1,0.98
242,Unifi in Belaga feels like they care more about money than service. The price just keeps going up.,Sarawak,Belaga,Unifi,Negative,Price,31.64,11.23,85.73,8/2/2024,3,2,0.97
243,Unifi in Belaga has been worth the investment. Price is reasonable for the quality.,Sarawak,Belaga,Unifi,Positive,Price,30.36,7.67,84.12,4/1/2024,8,3,0.97
244,"I find the rates from TIME in Belaga to be average. It gets the job done, but I expected more.",Sarawak,Belaga,TIME,Negative,Price,28.16,6.22,85.21,19/1/2024,1,1,0.71
245,"""Unifi's connection drops frequently; it's frustrating when my kids are in online classes.""",Sarawak,Belaga,Unifi,Negative,Coverage,29.91,10.96,83.68,9/3/2024,3,2,0.98
246,"""Astroâ€™s internet often goes down during peak hours; it affects my childrenâ€™s education.""",Sarawak,Belaga,Astro,Negative,Coverage,27.86,6.42,82.86,30/1/2024,2,1,0.97
247,"""TIMEâ€™s connection allows my kids to learn smoothly; I have no complaints.""",Sarawak,Belaga,TIME,Positive,Coverage,31.56,6.01,89.78,6/3/2024,4,3,0.99
248,"""Unifi's connectivity issues during work hours are unacceptable; we face disruptions regularly.""",Sarawak,Belaga,Unifi,Negative,Coverage,31.43,7.06,88.67,24/3/2024,18,5,0.98
249,"""Maxis has great coverage; our rural office can operate effectively with their service.""",Sarawak,Belaga,Maxis,Positive,Coverage,31.23,11.43,87.51,21/2/2024,2,1,0.99
250,"""Maxis delivers stable service in Belaga; it helps our team stay productive.""",Sarawak,Belaga,Maxis,Positive,Coverage,30.11,11.2,89.57,12/3/2024,5,2,0.99
251,"""Maxis is fantastic; my kids' online classes run smoothly without interruptions.""",Sarawak,Belaga,Maxis,Positive,Customer Service,30.39,5.12,83.91,16/3/2024,3,2,0.99
252,"""TIME's technical support is fantastic; they help us resolve issues promptly.""",Sarawak,Belaga,TIME,Positive,Customer Service,28.19,11.26,89.49,16/2/2024,2,2,0.99
253,"""Astro's service in Belaga is beyond disappointing; I canâ€™t get help when I need it!""",Sarawak,Belaga,Astro,Negative,Customer Service,30.71,12.98,88.38,16/3/2024,18,4,0.98
254,"Maxis WiFi seems to be lagging slightly in Belaga. Not a big issue, but noticeable.",Sarawak,Belaga,Maxis,Negative,Speed,31.96,7.98,89.92,8/3/2024,12,5,0.85
255,Astro in Belaga is working smoothly. Loving the fast speeds!,Sarawak,Belaga,Astro,Positive,Speed,26.2,11.56,76.37,18/2/2024,7,3,0.99
256,"I thought Unifi in Beluran would be affordable, but the cost is just ridiculous for this quality.",Sabah,Beluran,Unifi,Negative,Price,17.98,6.42,70.37,10/2/2024,120,17,0.96
257,Speed with TIME in Beluran is way below what I expected. Itâ€™s so slow at TIMEs.,Sabah,Beluran,TIME,Negative,Speed,17.97,7.47,68.84,24/2/2024,21,5,0.94
258,Astro in Beluran is fairly priced for what they offer. Happy with it so far!,Sabah,Beluran,Astro,Positive,Price,19.63,8.84,69.31,6/1/2024,20,12,0.98
259,"Overall, the speeds with Astro in Beluran are fair, but I someTIMEs wish for a boost.",Sabah,Beluran,Astro,Positive,Speed,17.32,6.93,69.57,8/1/2024,11,2,0.61
260,"Unifi in Beluran has great rates, and I feel like Iâ€™m getting my moneyâ€™s worth.",Sabah,Beluran,Unifi,Positive,Price,16.52,6.61,70.8,11/1/2024,11,3,0.99
261,Iâ€™ve had no speed issues with Maxis in Beluran. Works like a charm.,Sabah,Beluran,Maxis,Positive,Speed,19.61,6.53,67.55,14/2/2024,4,4,0.97
262,Using Astro in Beluran has been smooth. No issues with speed at all.,Sabah,Beluran,Astro,Positive,Speed,17.29,8.14,68.52,5/1/2024,11,1,0.95
263,Unifi in Beluran feels like they care more about money than service. The price just keeps going up.,Sabah,Beluran,Unifi,Negative,Price,14.97,7.36,68.2,14/2/2024,27,18,0.97
